50.1734 0 2e-05
49.6766 0 2e-05
49.1848 0 2e-05
48.6978 0 2e-05
48.2156 0 2e-05
47.7383 0 2e-05
47.2656 0 2e-05
46.7976 0 2e-05
46.3343 0 2e-05
45.8755 0 2e-05
45.4213 0 2e-05
44.9716 0 2e-05
44.5263 0 2e-05
44.0855 0 2e-05
43.649 0 2e-05
43.2168 0 2e-05
42.7889 0 2e-05
42.3653 0 2e-05
41.9458 0 2e-05
41.5305 0 2e-05
41.1193 0 2e-05
40.7122 0 2e-05
40.3091 0 2e-05
39.91 0 2e-05
39.5149 0 2e-05
39.1236 0 2e-05
38.7363 0 2e-05
38.3527 0 2e-05
37.973 0 2e-05
37.597 0 2e-05
37.2248 0 2e-05
36.8562 0 2e-05
36.4913 0 2e-05
36.13 0 2e-05
35.7723 0 2e-05
35.4181 0 2e-05
35.0674 0 2e-05
34.7202 0 2e-05
34.3765 0 2e-05
34.0361 0 2e-05
33.6991 0 2e-05
33.3655 0 2e-05
33.0351 0 2e-05
32.708 0 2e-05
32.3842 0 2e-05
32.0636 0 2e-05
31.7461 0 2e-05
31.4318 0 2e-05
31.1206 0 2e-05
30.8124 0 2e-05
30.5074 0 2e-05
30.2053 0 2e-05
29.9063 0 2e-05
29.6102 0 2e-05
29.317 0 2e-05
29.0267 0 2e-05
28.7393 0 2e-05
28.4548 0 2e-05
28.173 0 2e-05
27.8941 0 2e-05
27.6179 0 2e-05
27.3445 0 2e-05
27.0737 0 2e-05
26.8057 0 2e-05
26.5403 0 2e-05
26.2775 0 2e-05
26.0173 0 2e-05
25.7597 0 2e-05
25.5047 0 2e-05
25.2522 0 2e-05
25.0021 0 2e-05
24.7546 0 2e-05
24.5095 0 2e-05
24.2668 0 2e-05
24.0266 0 2e-05
23.7887 0 2e-05
23.5532 0 2e-05
23.32 0 2e-05
23.0891 0 2e-05
22.8605 0 2e-05
22.6341 0 2e-05
22.41 0 2e-05
22.1881 0 2e-05
21.9685 0 2e-05
21.7509 0 2e-05
21.5356 0 2e-05
21.3224 0 2e-05
21.1112 0 2e-05
20.9022 0 2e-05
20.6953 0 2e-05
20.4904 0 2e-05
20.2875 0 2e-05
20.0866 0 2e-05
19.8878 0 2e-05
19.6908 0 2e-05
19.4959 0 2e-05
19.3029 0 2e-05
19.1117 0 2e-05
18.9225 0 2e-05
18.7352 0 2e-05
18.5497 0 2e-05
18.366 0 2e-05
18.1842 0 2e-05
18.0041 0 2e-05
17.8259 0 2e-05
17.6494 0 2e-05
17.4746 0 2e-05
17.3016 0 2e-05
17.1303 0 2e-05
16.9607 0 2e-05
16.7928 0 2e-05
16.6265 0 2e-05
16.4619 0 2e-05
16.2989 0 2e-05
16.1375 0 2e-05
15.9777 0 2e-05
15.8195 0 2e-05
15.6629 0 2e-05
15.5078 0 2e-05
15.3543 0 2e-05
15.2023 0 2e-05
15.0518 0 2e-05
14.9027 0 2e-05
14.7552 0 2e-05
14.6091 0 2e-05
14.4644 0 2e-05
14.3212 0 2e-05
14.1794 0 2e-05
14.039 0 2e-05
13.9 0 2e-05
13.7624 0 2e-05
13.6262 0 2e-05
13.4912 0 2e-05
13.3577 0 2e-05
13.2254 0 2e-05
13.0945 0 2e-05
12.9648 0 2e-05
12.8365 0 2e-05
12.7094 0 2e-05
12.5835 0 2e-05
12.4589 0 2e-05
12.3356 0 2e-05
12.2135 0 2e-05
12.0925 0 2e-05
11.9728 0 2e-05
11.8543 0 2e-05
11.7369 0 2e-05
11.6207 0 2e-05
11.5056 0 2e-05
11.3917 0 2e-05
11.2789 0 2e-05
11.1672 0 2e-05
11.0567 0 2e-05
10.9472 0 2e-05
10.8388 0 2e-05
10.7315 0 2e-05
10.6252 0 2e-05
10.52 0 2e-05
10.4159 0 2e-05
10.3128 0 2e-05
10.2107 0 2e-05
10.1096 0 2e-05
10.0095 0 2e-05
9.9104 0 2e-05
9.8122 0 2e-05
9.7151 0 2e-05
9.6189 0 2e-05
9.5237 0 2e-05
9.4294 0 2e-05
9.336 0 2e-05
9.2436 0 2e-05
9.1521 0 2e-05
9.0614 0 2e-05
8.9717 0 2e-05
8.882899999999998 0 2e-05
8.7949 0 2e-05
8.7079 0 2e-05
8.6216 0 2e-05
8.5363 0 2e-05
8.4518 0 2e-05
8.3681 0 2e-05
8.285199999999998 0 2e-05
8.2032 0 2e-05
8.122 0 2e-05
8.0416 0 2e-05
7.9619 0 2e-05
7.883099999999998 0 2e-05
7.8051 0 2e-05
7.7278 0 2e-05
7.6513 0 2e-05
7.5755 0 2e-05
7.500499999999999 0 2e-05
7.4263 0 2e-05
7.352699999999999 0 2e-05
7.279899999999999 0 2e-05
7.207799999999998 0 2e-05
7.1365 0 2e-05
7.0658 0 2e-05
6.9959 0 2e-05
6.9266 0 2e-05
6.858 0 2e-05
6.7901 0 2e-05
6.7229 0 2e-05
6.6563 0 2e-05
6.5904 0 2e-05
6.5252 0 2e-05
6.4606 0 2e-05
6.3966 0 2e-05
6.3333 0 2e-05
6.2706 0 2e-05
6.2085 0 2e-05
6.147 0 2e-05
6.0861 0 2e-05
6.0259 0 2e-05
5.9662 0 2e-05
5.9072 0 2e-05
5.8487 0 2e-05
5.7908 0 2e-05
5.7334 0 2e-05
5.6767 0 2e-05
5.6205 0 2e-05
5.5648 0 2e-05
5.5097 0 2e-05
5.4552 0 2e-05
5.4011 0 2e-05
5.3477 0 2e-05
5.2947 0 2e-05
5.2423 0 2e-05
5.1904 0 2e-05
5.139 0 2e-05
5.0881 0 2e-05
5.0377 0 2e-05
4.9879 0 2e-05
4.9385 0 2e-05
4.8896 0 2e-05
4.8412 0 2e-05
4.7932 0 2e-05
4.7458 0 2e-05
4.6988 0 2e-05
4.6523 0 2e-05
4.6062 0 2e-05
4.5606 0 2e-05
4.5154 0 2e-05
4.4707 0 2e-05
4.4265 0 2e-05
4.3827 0 2e-05
4.3393 0 2e-05
4.2963 0 2e-05
4.2538 0 2e-05
4.2116 0 2e-05
4.1699 0 2e-05
4.1287 0 2e-05
4.0878 0 2e-05
4.0473 0 2e-05
4.0072 0 2e-05
3.9676 0 2e-05
3.9283 0 2e-05
3.8894 0 2e-05
3.8509 0 2e-05
3.8127 0 2e-05
3.775 0 2e-05
3.7376 0 2e-05
3.7006 0 2e-05
3.664 0 2e-05
3.6277 0 2e-05
3.5918 0 2e-05
3.5562 0 2e-05
3.521 0 2e-05
3.4861 0 2e-05
3.4516 0 2e-05
3.4175 0 2e-05
3.3836 0 2e-05
3.3501 0 2e-05
3.3169 0 2e-05
3.2841 0 2e-05
3.2516 0 2e-05
3.2194 0 2e-05
3.1875 0 2e-05
3.156 0 2e-05
3.1247 0 2e-05
3.0938 0 2e-05
3.0631 0 2e-05
3.0328 0 2e-05
3.0028 0 2e-05
2.9731 0 2e-05
2.9436 0 2e-05
2.9145 0 2e-05
2.8856 0 2e-05
2.857 0 2e-05
2.8288 0 2e-05
2.8008 0 2e-05
2.773 0 2e-05
2.7456 0 2e-05
2.7184 0 2e-05
2.6915 0 2e-05
2.6648 0 2e-05
2.6384 0 2e-05
2.6123 0 2e-05
2.5864 0 2e-05
2.5608 0 2e-05
2.5355 0 2e-05
2.5104 0 2e-05
2.4855 0 2e-05
2.4609 0 2e-05
2.4366 0 2e-05
2.4124 0 2e-05
2.3885 0 2e-05
2.3649 0 2e-05
2.3415 0 2e-05
2.3183 0 2e-05
2.2953 0 2e-05
2.2726 0 2e-05
2.2501 0 2e-05
2.2278 0 2e-05
2.2058 0 2e-05
2.1839 0 2e-05
2.1623 0 2e-05
2.1409 0 2e-05
2.1197 0 2e-05
2.0987 0 2e-05
2.0779 0 2e-05
2.0574 0 2e-05
2.037 0 2e-05
2.0168 0 2e-05
1.9969 0 2e-05
1.9771 0 2e-05
1.9575 0 2e-05
1.9381 0 2e-05
1.9189 0 2e-05
1.8999 0 2e-05
1.8811 0 2e-05
1.8625 0 2e-05
1.8441 0 2e-05
1.8258 0 2e-05
